id,dominio,titulo,invariante,severidad,severidad_original,probabilidad,impacto,evidencia,remediacion,esfuerzo,confianza,revision_adversarial
D-01,D-papelera,"El participante se borra de verdad, y se lleva su propio historial","INV-1, INV-2, INV-3",CRITICO,,MEDIA,"Se pierde la ficha, sus notas de gestion, sus movimientos de etapa, su avance en el aula, sus propuestas de datos, su rastro en campanas y su historico de valores. Preguntar «que decia el correo de Fulano antes de que se lo cambiaran» deja de tener respuesta, y deshacer una correccion equivocada deja de ser posible. La huella de auditoria sobrevive, pero apunta a un entidadId que ya no existe.","backend/src/crm/crm.service.ts:1746-1755 (el delete) · backend/src/crm/crm.controller.ts:415-424 (DELETE :id, @Roles SUPERADMIN) · cascadas hacia Participante en backend/prisma/schema.prisma:573, 674, 989, 1027, 1216, 1617, 1832, 1914","MODELO CONCRETO, columnas ortogonales, NO un valor mas del enum EtapaParticipante:    archivadoEn     DateTime?   archivadoPorId  String?   archivadoMotivo String?   archivadoPor    Admin? @relation(""Archivadores"", fields:[archivadoPorId], references:[id], onDelete: SetNull)   @@index([convenioId, archivadoEn])  Las mismas cuatro en leads_entrantes.  POR QUE ORTOGONAL Y NO UN ESTADO DEL ENUM (alternativas descartadas): (a) EtapaParticipante.ARCHIVADO -- pisa la etapa anterior, asi que se pierde si estaba INSCRITO o INTERESADO, que es lo que hace falta para restaurar; ademas cambia en silencio el resultado de todas las consultas que filtran etapa: { in: ... } (etapas.ts:30, 45, 52) y de OCUPAN_SILLA. Descartada. (b) archivada Boolean, como Pregunta/Opcion (schema.prisma:445, 473) -- no dice cuando, ni quien, ni por que, y la papelera necesita las tres para ordenar, buscar y explicar. Descartada. (c) Tabla papelera aparte con la fila serializada -- rompe las FK, deja huerfanos a los hijos y convierte la restauracion en un merge manual. Descartada. Se elige el timestamp anulable porque es el unico que sirve de predicado en un indice unico PARCIAL (WHERE ""archivadoEn"" IS NULL), que es lo que pide el punto 5.  TRANSICIONES: VIVO -> ARCHIVADO exige motivo no vacio y deja MovimientoParticipante (etapaAntes = etapaDespues, nota = motivo) mas RegistroAuditoria. ARCHIVADO -> VIVO exige que ningun indice unico parcial choque, y deja las mismas dos huellas. Ninguna transicion borra. borrarParticipacion() se convierte en archivarParticipacion(); el DELETE fisico desaparece del controlador. Si alguna vez hace falta purga definitiva, va en un guion aparte con guardia de base, retencion minima y por lote, nunca en un endpoint. Y de paso: el return de :1790-1793 devuelve documento: p.persona.numeroDocumento en claro, cuando la propia huella lo tapa con taparDocumento dos lineas antes (:1783). Al reescribir, taparlo tambien aqui.",L,CONFIRMADO EN CODIGO,"Falso, y la propia auditoria se contradice: en D-11 y D-12 cita cuatro borrados fisicos mas. El censo completo de backend/src son 18 `.delete(`/`.deleteMany(` vivos, y al menos cinco son de entidades de negocio distintas de Participante. El mas llamativo esta dentro de lo que la auditoria pone en `q"
E-02,E-calendario,Reprogramar un grupo no deja historial y abandona una fechaMatricula falsa que sí viaja al SENA,INV-3,CRITICO,,MEDIA,"Un dato que se le reporta al Estado —el rango de edad del participante— queda calculado contra una fecha que ya no es la del grupo, y no hay ningún rastro que permita descubrirlo ni explicarlo. Reconstruir qué pasó exige acordarse, que es exactamente lo que INV-3 y INV-10 prohíben.",backend/src/cronograma/cronograma.service.ts:160-168; backend/src/crm/matricula.ts:97; backend/src/crm/sep/formato-cargue-sep.ts:97-101,"Dos cosas separadas. Primera: guardar la reprogramación como hecho (tabla `movimientos_grupo` con fechaAnterior, fechaNueva, motivo, actor) — es el mismo patrón de `MovimientoParticipante`, que ya existe y funciona. Segunda: al mover fechaInicio, reconciliar a los participantes afectados —recalcular `fechaMatricula` o, si ya se reportó al SEP, dejar una fila que diga que divergen— y avisar en la respuesta cuántos quedan tocados. Antes de implementarlo hay que preguntarle al dueño qué manda cuando el grupo ya se cargó al SEP: eso cambia lo que se le reporta al SENA y la ficha obliga a escalar.",L,CONFIRMADO EN CODIGO,
F-02,F-reservas,Cancelar y editar leen la reserva ANTES de tomar el candado: dos cancelaciones a la vez fugan cupos,INV-4,CRITICO,,MEDIA,"El contador Oferta.cuposOcupados pierde cupos que nadie tiene: la oferta aparece mas llena de lo que esta y se dejan sillas vacias en un programa cuyo entregable son las sillas ocupadas. Es descuadre silencioso -ningun CHECK lo ve, ningun job lo reconcilia (00-mapa-actual.md:382 confirma que no hay job de reconciliacion)- y solo se descubre corriendo a mano la consulta de descuadres de backend/prisma/borrar-reservas.ts:95-100. Detonante realista: doble clic en el boton de cancelar de la pantalla publica (frontend/src/components/consulta-reservas.tsx:147), o un reintento de red. La probabilidad es MEDIA y no ALTA solo porque la ventana es estrecha; el impacto cuando ocurre es permanente porque nada lo corrige.","backend/src/reservas/reservas.service.ts:229 (lectura sin lock) frente a :234 (candado) · :230-232 (guardia sobre lectura obsoleta) · :237 (moverContador con valor obsoleto) · :441-456 (reservaDeLaEmpresa: findUnique pelado, sin FOR UPDATE) · editar: :164 frente a :173, y el techo obsoleto en :181-184 · el UPDATE condicional de :369-380 solo cubre 0 y el tope","Tomar la fila de la reserva con el mismo candado, dentro de la transaccion y despues del FOR UPDATE de la oferta (siempre en ese orden, oferta primero, para no invertir el orden de bloqueo y crear un interbloqueo): SELECT ""estado"", ""cuposConfirmados"", ""cuposEnEspera"" FROM ""reservas"" WHERE ""id"" = $1 FOR UPDATE, y calcular el delta con lo que devuelva ESA lectura. Alternativa mas barata y suficiente: mover reservaDeLaEmpresa a despues de bloquearOferta y releer. Anadir a backend/prisma/prueba-carga.ts el caso que hoy falta: N cancelaciones simultaneas de la misma reserva, comprobando que cuposOcupados queda identico a antes de la primera. Hoy la prueba solo cancela una vez, secuencialmente (:169-191).",M,CONFIRMADO EN CODIGO,"CITA EQUIVOCADA Y DETONANTE EQUIVOCADO. consulta-reservas.tsx:147 no es un boton: es `await api.cancelarReserva(reserva.id, nit)` dentro de la funcion cancelar(). El boton esta en :217 y lleva `disabled={ocupado}`, con `setOcupado(true)` en :145 antes de la llamada, y ademas hay un `window.confirm` "
G-01,G-cupos,El CUARTO camino: `cancelarReserva` del tablero decide con un valor leido fuera de la transaccion,INV-4,CRITICO,,MEDIA,"Sobrecupo real e invisible. La base sigue diciendo `cuposOcupados <= cuposMaximos` mientras `SUM(cuposConfirmados)` ya lo supera: no hay excepcion, no hay log, no hay alerta. Se descubre el dia del curso, con mas empresas citadas que sillas. Y el descuadre es permanente: nada lo recalcula.","backend/src/tableros/tableros.service.ts:1118 (lectura fuera de tx), :1151 (decision con el objeto viejo), :1155 (candado sin relectura), :1157-1162 (decrement no condicional)","Copiar el patron de reservas sin inventar otro. Dentro de la transaccion, despues del `FOR UPDATE` de :1155, RELEER la reserva con `tx.reserva.findUnique` y decidir con esa fila (salida temprana por estado y valor del decremento). Sustituir el `decrement` de :1159-1162 por una llamada al mismo UPDATE condicional de `reservas.service.ts:369-380` con comprobacion de `rowCount === 0` -> 409. Mejor aun: extraer `bloquearOferta` + `moverContador` a un colaborador compartido (por ejemplo `reservas/contador-de-cupos.ts`) e inyectarlo en `TablerosService`, para que exista UN solo escritor del contador en todo el backend.",M,CONFIRMADO EN CODIGO,"El defecto no es exclusivo del tablero: DOS de los tres caminos «buenos» tienen exactamente el mismo fallo. En `editar`, la reserva se lee en :164 con `reservaDeLaEmpresa`, que es un `findUnique` PELADO sin `FOR UPDATE` (:441-456), y el candado de la oferta se toma DESPUES, en :173; el `techo` (:181"
A-02,A-webhook-leads,Un cruce por CORREO o CELULAR marca el lead CONVERTIDO y lo ata a la ficha de otra persona,INV-7,ALTO,CRITICO,ALTA,"Es el escenario que el propio comentario del archivo describe y que el codigo no evita: «una empresa pone el correo de la secretaria en veinte formularios» (`cruzar-con-el-crm.ts:80-82`). Los veinte leads se marcan CONVERTIDO contra la ficha de la secretaria; diecinueve personas reales quedan sin ficha, sin asesor y sin rastro visible (por A-01). Ademas se escribe en la ficha ajena: `ToqueDeOrigen` (`leads.service.ts:354-358`) y `Participante.origenLead` (`:364-367`). Con eso la metrica de coste por inscrito atribuye a una sola persona veinte toques de pauta.",backend/src/leads/cruzar-con-el-crm.ts:93 (`firme: false` por correo) contra backend/src/leads/leads.service.ts:342-346 (se escribe CONVERTIDO y participanteId sin mirar `firme`),"Ramificar por `coincide.firme`. Solo `DOCUMENTO` puede escribir `estado: 'CONVERTIDO'` y `participanteId`. Para CORREO y CELULAR el lead se queda PENDIENTE con `motivo` explicando el posible duplicado y un campo nuevo tipo `posibleParticipanteId` (sin `@unique`), para que el asesor confirme o descarte desde la mesa de entrada de A-01. Los `ToqueDeOrigen` y `origenLead` sobre ficha ajena tambien deben esperar a esa confirmacion.",M,CONFIRMADO EN CODIGO,"Imposible, y lo demuestra el propio A-03 de esta auditoria. `leads_entrantes_participanteId_key` (migration.sql:45, schema.prisma:783) admite UN solo lead por participante. El lead numero 1 se marca CONVERTIDO; del 2 al 20, el `tx.leadEntrante.update` de `leads.service.ts:339-349` viola el indice, P"
A-06,A-webhook-leads,"Las llaves de deduplicacion se normalizan en el webhook y NO en el CRM ni en preinscripcion: el cruce falla por mayusculas, por indicativo y por puntos",INV-7,ALTO,,ALTA,"Respondiendo a la pregunta: el documento SI se normaliza en el webhook pero NO en preinscripcion; el correo se pasa a minusculas solo en el webhook; y el celular NO queda en E.164 —`normalizarCelular` devuelve diez digitos nacionales y quita el `57` solo si la cadena mide exactamente doce (`comun/celular.ts:27`)—. Consecuencias concretas: una ficha con `Juan@Empresa.com` no cruza con el lead `juan@empresa.com`; una ficha con `+57 300 123 4567` no cruza con `3001234567`; y la llave que el sistema llama firme se parte en dos, porque `1.019.456.782` tecleado en preinscripcion y `1019456782` llegado por webhook son dos filas distintas para `@@unique([tipoDocumentoSepId, numeroDocumento])`. El mismo humano por dos canales se duplica, y ese duplicado es justo el que la migracion decia imposible («por lo que no existe pantalla de fusionar duplicados», `migrations/20260828090000_mesa_de_entrada_de_leads/migration.sql`).",backend/src/leads/leads.service.ts:399-403 (normaliza) contra backend/src/crm/crm.service.ts:1009-1010 y backend/src/preinscripcion/preinscripcion.service.ts:235 (no normalizan); backend/src/leads/cruzar-con-el-crm.ts:85 (igualdad exacta),"Una sola funcion de normalizacion por llave, llamada en TODOS los puntos de escritura de `Persona` (crm.crear, preinscripcion.registrar, carga masiva) y no solo en el webhook: `normalizarDocumento` obligatorio, correo a minusculas, celular a un formato unico. Migracion de datos para normalizar lo ya guardado antes de anadir el indice, porque al normalizar afloraran duplicados existentes que hoy conviven. Mientras tanto, `mode: 'insensitive'` en la busqueda por correo de `cruzar-con-el-crm.ts:85` tapa la mitad barata del agujero.",L,CONFIRMADO EN CODIGO,"Las tres citas estan desplazadas y la generalizacion sobra. `const documento = dto.numeroDocumento.trim();` esta en la linea **236**, no en la 235 (que esta en blanco). `celular: dto.celular` y `correo: dto.correo` estan en **285-286**, no en 277-278. Y `crm.crear` YA normaliza el documento (`crm.se"
A-09,A-webhook-leads,"El crudo NO se persiste, ni antes ni despues; y un campo extra hace perder el lead entero con un 400",INV-6,ALTO,,ALTA,"Lo que se pierde exactamente cuando falla: con firma invalida, todo, sin rastro de que alguien llamo. Con un campo extra —el dia que el orquestador anada `utm_campaign`— un 400 por lead y cero filas guardadas, en silencio para nosotros y con el emisor descartando o reintentando en bucle. Con un convenio no reconocido, `deMeta` avisa por log y devuelve 200 sin guardar (`:222-234`): el lead se pierde y Meta cree que lo entregamos, asi que no lo reenvia. No hay cuarentena, ni DLQ, ni tabla de crudos.",backend/src/leads/leads.service.ts:139 y :259-265; backend/src/main.ts:101-102; backend/src/leads/leads.controller.ts:173,"Tabla `evento_webhook_crudo` (cuerpo `rawBody` como `bytea` o texto, cabeceras, host, ip, resultado de la firma, recibidoEn) escrita ANTES de verificar firma y antes del pipe, con retencion acotada por proteccion de datos. Insertar ahi tambien lo rechazado. Y en la ruta del orquestador, exentar del `forbidNonWhitelisted` global (el propio `crm-plan.md:208` lo pide) para que un campo nuevo no cueste el lead.",L,CONFIRMADO EN CODIGO,
B-01,B-estructura-leads,El control de reparto de fichas se salta por la puerta de al lado: PATCH :id con {asesorId},INV-3,ALTO,,ALTA,"Un gestor se queda con las fichas del equipo o se las quita a otro. La brecha de «a quién llamar hoy» deja de decir la verdad. Por la vía de `crear`, la ficha queda a nombre de alguien que no la ve: ni la trabaja él ni sale en la lista de nadie, y el lead muere sin que ningún tablero lo señale.",backend/src/crm/crm.controller.ts:402 (sin `conveniosQueReparten`) contra backend/src/crm/crm.controller.ts:369-384 (con él); backend/src/crm/crm.service.ts:1206; backend/src/crm/crm.service.ts:1046; backend/src/crm/dto.ts:174,"Pasar `conveniosQueReparten(ambito.roles)` a `actualizar` y a `crear` desde el controlador, y rechazar `dto.asesorId` cuando el convenio de la ficha no esté en esa lista — el mismo 403 y el mismo texto que el lote. En `crear`, llamar a `exigirAsesorDelConvenio(dto.asesorId, dto.convenioId)` antes del `$transaction`.",S,CONFIRMADO EN CODIGO,"La cita señala otro campo: dto.ts:174-179 es `nivelEducativo`; `asesorId` de `ActualizarParticipanteDto` está en :185-190, con su `@Transform` de cadena vacía a null. Y el invariante está mal asignado en la mitad del hallazgo: por la vía de `PATCH :id`, el cambio SÍ queda registrado —`notaAsesor` se"
B-05,B-estructura-leads,"No hay máquina de estados: de once etapas, sólo dos reglas prohíben algo",NINGUNO,ALTO,,ALTA,"El historial de una ficha deja de ser un recorrido y pasa a ser una lista de estados sueltos. Nadie puede responder «¿cómo llegó aquí?» sin leer los movimientos uno a uno, y las fechas de salida contradicen los motivos de salida. Al no haber tabla, cada regla nueva se cuelga de un `if` y la siguiente persona no sabe cuáles hay.","backend/prisma/schema.prisma:711-725; backend/src/crm/escalera.ts:148-167; backend/src/crm/crm.service.ts:2203-2208, :2283-2301, :109-115","Escribir la tabla de transiciones permitidas como dato en `etapas.ts` —origen → destinos legales, una fila por etapa, con el motivo de cada veto— y que `motivoDeTransicionImposible` la consulte en vez de tener casos particulares. Aparte, decidir explícitamente qué pasa con `fechaRetiro` y `motivoSalida` al saltar entre salidas: o van juntos siempre, o se guarda una fila por salida.",L,CONFIRMADO EN CODIGO,Las dos citas apuntan a otro sitio. `motivoDeTransicionImposible` está en escalera.ts:156-176; las líneas 148-167 son el bloque de documentación de `esRegresoAlAula` más las primeras líneas de la función. Y crm.service.ts:2297-2299 es el final del comentario de `fechaMatricula` («…cambia de rango en
B-06,B-estructura-leads,"Dos usuarios sobre la misma ficha: la última escritura gana en silencio, y el historial miente",INV-5,ALTO,,ALTA,"Un asesor corrige el celular, otro corrige el correo en el mismo minuto, y una de las dos correcciones desaparece sin aviso — con el «Historial Logs» diciendo que las dos entraron. En etapa: dos movimientos que arrancan del mismo estado anterior, y no hay forma de saber cuál fue el real.",backend/src/crm/crm.service.ts:1099 vs :1297; :2074 vs :2252; :3362 vs :3532; :2094; backend/prisma/schema.prisma:863-953,"Mínimo viable: `SELECT ... FOR UPDATE` sobre la fila de `participantes` al principio de la transacción de las tres puertas, y mover la lectura de `p` dentro. Lo correcto a medio plazo: columna `version Int @default(0)`, devuelta en `obtener` y exigida en el PATCH, con `updateMany({ where: { id, version } })` y 409 si no cuadra — el mismo patrón que `reservas.service.ts:369-380` ya usa para los cupos.",L,CONFIRMADO EN CODIGO,"No es el mismo patrón, y llamarlo así puede llevar a quien lo implemente a creer que ya hay un precedente que copiar. reservas.service.ts:369-380 es un `UPDATE … WHERE ""cuposOcupados"" + delta <= ""cuposMaximos""`: una condición sobre el VALOR dentro de la propia sentencia, no un contador de versión. N"
B-07,B-estructura-leads,Descargar la base de cédulas no deja ni una línea de rastro,INV-3,ALTO,,ALTA,"Si mañana aparece la base de datos personales de los participantes por fuera, no hay forma de saber quién la sacó ni cuándo. Son cédulas, correos y celulares de colombianos bajo la Ley 1581: la obligación de poder demostrar el tratamiento no se cumple.",backend/src/crm/sep/sep.controller.ts:44-88 (sin auditoría en todo backend/src/crm/sep/); backend/src/crm/crm.service.ts:3840 y :3862-3864; backend/src/crm/crm.service.ts:88 y :333; backend/src/crm/dto.ts:334-338,"Añadir dos acciones al catálogo de `auditoria.service.ts:12-38` —una para el .xlsx del SEP y otra para el listado voluminoso— y registrarlas: actor, convenio, filtros usados y número de filas devueltas (nunca las filas). Poner `@Throttle` propio en `GET admin/participantes` cuando `limite > 50`, como ya lo tienen el login (admin.controller.ts:79) y las reservas.",M,CONFIRMADO EN CODIGO,"Falta una mitigación que el agente no miró, y hace bajar la probabilidad de las dos vías. (a) El .xlsx del SEP NO lo saca cualquiera: `SepController` lleva `@Roles(RolAdmin.SUPERADMIN, RolAdmin.GESTOR)` (sep.controller.ts:20) y la ruta sobreescribe con `@Requiere('reportes', 'ESCRIBIR')` (:45), con "
B-08,B-estructura-leads,La puerta pública guarda la cédula sin normalizar y sin validar: la llave de la persona deja de ser única,INV-7,ALTO,,ALTA,"La cadena se parte en el eslabón de la identidad. La misma persona queda duplicada según por dónde entró, cuenta dos veces contra la meta del SENA, recibe dos veces los correos, y la unicidad que el esquema promete no la protege. Corregirlo hacia atrás exige fusionar personas a mano, que es el trabajo más caro que hay.",backend/src/preinscripcion/preinscripcion.service.ts:236 y :1442-1446; backend/src/preinscripcion/dto.ts:37-41; contraste en backend/src/crm/crm.service.ts:909-922 y backend/src/comun/documento.ts:8-16,"En `preinscripcion.service.ts:236`, sustituir `.trim()` por `normalizarDocumento(...)` y llamar a `documentoValido(dto.tipoDocumentoSepId, numero)` antes del upsert, con el mismo mensaje que da el CRM. Es la misma pareja de funciones, ya importable. Y contar cuántas parejas de `Persona` difieren sólo en puntuación antes de tocar nada.",S,CONFIRMADO EN CODIGO,
C-02,C-historial,"5 de las 14 acciones del catálogo no las emite nadie, y su código sí existe",INV-3,ALTO,,ALTA,"El catálogo promete una cobertura que el código no da. Quien lea `ACCIONES` creerá que la creación de fichas y la asignación de asesor/grupo están auditadas, y no lo están. El sobrecupo autorizado —que es justo lo que hay que poder justificar ante el SENA— no deja fila de auditoría.","backend/src/comun/auditoria.service.ts:10-40 (catálogo) · crm.service.ts:1038 y preinscripcion.service.ts:328 (crear, sin auditoría) · crm.service.ts:3504-3531 (asignar: solo MovimientoParticipante) · crm.controller.ts:137 + directorio.service.ts:86 (alta manual NIT) · rui.service.ts:199","Dos caminos, y hay que tomar los dos. (a) Emitir las cinco donde corresponde: PARTICIPANTE_CREADO en las dos puertas de creación, ASESOR_ASIGNADO en `asignar()` y en la asignación masiva (crm.service.ts:2830), NIT_ALTA_MANUAL en directorio.service.ts:86, RUI_RECONSULTADO en rui.service.ts:197. (b) Poner una prueba que recorra `ACCIONES` y falle si alguna no tiene emisor — un catálogo sin emisor es documentación falsa, y hoy nada lo impide.",M,CONFIRMADO EN CODIGO,"Deja huella atribuible, solo que no en registros_auditoria. La creación desde el panel escribe un MovimientoParticipante con adminId, ip y la nota «Sobrecupo autorizado: <motivo>» en la misma transacción. La creación pública escribe el movimiento anidado. Y asignar() escribe adminId, ip y el motivo  || Las dos líneas son de otra cosa. `asignar()` (crm.service.ts:3353) asigna oferta, cobertura y sobrecupo — no asesor. Y crm.service.ts:2830 es el updateMany que pega `cargaId` a los participantes recién importados, dentro del cargue por pegado; no asigna asesor a nadie. El sitio real es asignarAsesor"
C-03,C-historial,El «Control de cambios» de una institución consulta 'Institucion' y las filas se guardan 'institucion': siempre sale vacío,INV-3,ALTO,,ALTA,"La pantalla de institución muestra siempre el estado vacío de «Control de cambios», con auditoría escrita y guardada detrás. Es peor que no tener bitácora: enseña «no hubo cambios» donde sí los hubo, y la propia migración documenta que media historia se ve igual de completa que toda. Además convierte a `RegistroAuditoria` en una tabla de solo escritura: es su ÚNICO lector real en todo el backend.","backend/src/comun/auditoria.service.ts:138 (`historial(entidad: string, ...)`) · backend/src/instituciones/instituciones.service.ts:209 (`this.auditoria.historial('Institucion', id, 50)`) · backend/src/instituciones/instituciones.service.ts:280 (`entidad: ENTIDADES.INSTITUCION`) · backend/src/comun/auditoria.service.ts:60 (`INSTITUCION: 'institucion'`) · backend/prisma/migrations/20260828120000_una_sola_grafia_de_entidad/migration.sql:25-26 · frontend/src/app/admin/instituciones/[id]/page.tsx:825,843","Cambiar la firma a `historial(entidad: Entidad, entidadId: string, limite = 100)` — con eso el literal `'Institucion'` deja de compilar y el compilador encuentra este fallo y cualquier futuro. Corregir el llamador a `ENTIDADES.INSTITUCION`. No hace falta migración de datos: las filas ya están normalizadas.",S,CONFIRMADO EN CODIGO,
C-04,C-historial,"El cargue masivo audita con entidadId: 'cargue-masivo', un id que no es de ninguna entidad",INV-3,ALTO,,ALTA,"El camino de escritura más peligroso del sistema —el que Fase 0 marcó como hallazgo crítico nº1 porque descuadra el aforo en silencio— es también el que menos rastro recuperable deja. Ante un descuadre de cupos, la bitácora no puede decir qué reservas cambió el .xlsx ni desde qué valores.","backend/src/plantillas/plantillas.service.ts:316-327 (entidadId: 'cargue-masivo') · backend/src/plantillas/plantillas.service.ts:407-414 (entidadId: 'cargue-masivo') · backend/src/comun/auditoria.service.ts:139-141 (where: { entidad, entidadId })","Una fila de auditoría POR entidad tocada, con su `entidadId` real y sus `camposTocados`, dentro del mismo bucle que escribe. Si se quiere conservar el resumen del lote, que sea una fila ADICIONAL sobre una entidad nueva `CARGA` con el id real de `CargaDeParticipantes`, no un literal. Con la tabla por trigger de C-16 esto sale gratis: el trigger no sabe de lotes, escribe fila por fila.",S,CONFIRMADO EN CODIGO,
C-07,C-historial,"RegistroAuditoria no guarda antes/después, y el plan del proyecto sí lo exigía",INV-3,ALTO,,ALTA,"La bitácora responde «se tocó el correo» y nunca «decía esto y pasó a decir aquello». Para reconstruir hay que ir a `valores_anteriores`, que solo cubre participantes y solo 20 campos (ver C-09 y C-11). Para empresas, instituciones, reservas, políticas y permisos no hay ningún antes/después en ninguna tabla.","docs/crm-plan.md:148 (`antes Json?`, `despues Json?`) · backend/prisma/schema.prisma:1553-1580 (sin ninguna de las dos; `grep -n ""antes|despues"" schema.prisma | grep -i json` → 0) · backend/src/comun/auditoria.service.ts:102 (camposTocados) · backend/src/crm/crm.service.ts:2329 (el antes/después metido en el texto de `resumen`)","Añadir `antes Jsonb?` y `despues Jsonb?` a la tabla append-only de C-16, con la política de redacción aplicada al escribir: los campos de la lista SENSIBLE se sustituyen por un centinela, los demás van con su valor. La regla de «sin PII dentro» se cumple redactando campo a campo, no vaciando la columna para todos. Migración expand-only: dos columnas nullable, nada que reescribir.",M,CONFIRMADO EN CODIGO,"docs/crm-plan.md:148 enumera las columnas del modelo y NO incluye camposTocados: pide adminId?, actorNombre, accion, entidad, entidadId, convenioId?, resumen, antes Json?, despues Json?, ip, userAgent, creadoEn. La implementación no se quedó con «la mitad»: sustituyó el mecanismo (JSON antes/después"
C-09,C-historial,El enlace público reescribe 13 campos de identidad sin dejar ValorAnterior ni auditoría,INV-3,ALTO,,ALTA,"Corregir «Perez → Pérez» y sustituirle la identidad a un lead se ven idénticos — es el argumento textual de `clase-de-dato.ts:32-38` para historiar los nombres. Por la puerta pública ni siquiera se ven: no queda nada. Con solo la URL se puede reescribir la identidad completa de una persona sin dejar ni el valor viejo ni una fila de auditoría, y esa identidad es la que se reporta al SENA.","backend/src/preinscripcion/preinscripcion.service.ts:795-830 (los 13 campos y el update sin histórico) · backend/src/preinscripcion/preinscripcion.service.ts:1156-1170 (el arreglo, solo para empresaNit) · backend/src/crm/crm.service.ts:2515-2521 (aceptar propuesta, sin valorAnterior) · backend/src/crm/crm.service.ts:1244-1277 (la única ruta que sí lo escribe)","Encauzar las tres puertas por un único punto de escritura de `Persona`/`Participante` que calcule `valoresQueSeVan()` antes del update y registre siempre — hoy `actualizar()` (crm.service.ts:1244) ya hace exactamente eso y es el modelo a copiar. Alternativa estructural, y mejor: el trigger de C-16 captura las tres sin tocar ninguna de ellas, porque no depende de por qué puerta se entró.",M,CONFIRMADO EN CODIGO,
